Date,Open,High,Low,Close,Adj Close,Volume,sma_5,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_hist,rsi,lowest_low,highest_high,stoch_k,stoch_d,bb_middle,bb_upper,bb_lower,atr,daily_ret_lagged,obv,vwap,roc_5,roc_20,price_volatility,volume_volatility
2020-04-02,60.084999084472656,61.28749847412109,59.22499847412109,61.23249816894531,60.658470153808594,165934000,62.22068710327149,63.44720611572266,71.61919799804687,62.118704934687415,65.14372161880696,-3.0250166841195494,-3.550994246199143,0.5259775620795937,47.885616697873466,53.15250015258789,65.62249755859375,38.689013877991826,51.6984167264722,63.44720611572266,72.93190436112788,53.96250787031744,3.9877589089529866,-0.05261700947124348,-2666571600,70.82854609993485,-1.8776430312559378,-20.423455910980014,4.742349122702608,72212702.78509176
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.78672409057617,129880000,61.55151901245117,62.85295486450195,71.26248458862305,61.894053429936825,64.81148076954783,-2.9174273396110024,-3.4457987337832248,0.5283713941722223,38.790884340232964,53.15250015258789,65.62249755859375,60.19223386209882,52.4206842422125,62.85295486450195,71.37882276470376,54.32708696430015,3.4764349801199788,0.01668666845265454,-2536691600,70.51397128668229,-5.22752361883585,-16.38330906887695,4.262933950100903,73796395.91312529
2020-04-06,62.72499847412109,65.77749633789062,62.345001220703125,65.61750030517578,65.00235748291016,201820400,61.2379867553711,62.263284873962405,70.88077598571778,61.56984891618903,64.43927657110548,-2.86942765491645,-3.3401244549487803,0.4706968000323304,49.6526055387263,53.15250015258789,65.77749633789062,53.201486110919916,50.69424461700351,62.263284873962405,69.82445422381728,54.70211552410753,3.5613117218017583,-0.01437138228217727,-2738512000,70.82322273261543,-2.5550924775691986,-16.47580245466125,3.7805846749274368,80200569.96600197
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,64.2494888305664,202887200,61.6173957824707,62.217468070983884,70.60792610168457,62.09792715722305,64.4809862682762,-2.38305911105315,-3.2459850949423146,0.8629259838891645,53.827150769846845,53.15250015258789,67.92500305175781,93.86028444204332,69.08466813835402,62.217468070983884,69.69602847053356,54.738907671434205,3.549355643136162,0.08723731684031333,-2535624800,70.72650260203557,3.006157587897351,-1.3901004560713748,3.7392801997748397,81664622.92097381
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.89392852783203,168895200,61.87198715209961,61.89662914276123,70.36627037048339,62.428936645429715,64.46383830992733,-2.0349016644976103,-3.0733998981644817,1.0384982336668713,55.212421923783864,53.15250015258789,67.92500305175781,75.11921814279735,74.06032956525353,61.89662914276123,68.32600674754781,55.46725153797465,3.5518921443394262,-0.011582174577924875,-2704520000,70.48274598921623,2.0213193837028687,-9.080398330060058,3.2146888023932907,82851984.47625169
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,66.36941528320312,161834800,63.118193817138675,61.78072605133057,70.1143155670166,62.96201231964545,64.569770918661,-1.607758599015554,-2.8657002514311074,1.2579416524155533,58.372016985554666,53.15250015258789,67.92500305175781,86.2509790129071,85.07682719924925,61.78072605133057,67.80132581881207,55.76012628384907,3.242325919015068,0.025594595804524056,-2542685200,70.39580262019207,10.44373274885919,-3.398320172890612,3.0102998837407506,85568752.0492357
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,67.6720962524414,131022800,64.26038284301758,62.025409889221194,69.83901039123535,63.48622816019279,64.7030779086271,-1.2168497484343064,-2.614111920947997,1.3972621725136904,67.06596323609719,58.57500076293945,68.42500305175781,89.46970747494592,83.61330154355011,62.025409889221194,68.38220236534124,55.668617413101146,3.1054036276681094,0.007215941832489969,-2411662400,70.2092789491929,9.414917842328663,7.960338297995895,3.178396238060024,79623157.21974355
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,71.0897445678711,194994800,65.83745727539062,61.96696300506592,69.59208122253418,64.13020786669257,64.92300519335409,-0.792797326661514,-2.334659486445259,1.541862159783745,71.45366073425342,59.22499847412109,72.0625,92.35627792522344,89.35898813769215,61.96696300506592,68.07659070075277,55.85733530937907,2.965015138898578,0.01962773008741525,-2216667600,70.55032387370416,13.18916913714656,-1.6980245883580158,3.0548138478434264,78105248.90308623
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,70.4408950805664,131154400,67.05493469238282,62.522208023071286,69.48446342468262,65.20090582072004,65.37980070257757,-0.17889488185753066,-2.02628705448851,1.8473921726309794,69.09038203500674,59.22499847412109,72.0625,92.42254865428491,91.41617801815141,62.522208023071286,69.78329788138907,55.2611181647535,2.8176934378487735,0.050503065586746665,-2085513200,70.22451568134412,9.36487124572578,18.51284354702074,3.630544929158894,75795701.24947026
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,71.00060272216797,157125200,68.29321594238282,62.913133430480954,69.3680687713623,66.00705801454255,65.7546965824286,0.25236143211395756,-1.6568086199623142,1.9091700520762718,68.27278524670612,59.22499847412109,72.0625,87.36822024001613,90.71568227317482,62.913133430480954,70.99267730228186,54.83358955868005,2.6565290178571432,-0.00912718833425008,-2242638400,70.36350461704241,9.636506628601316,12.485164700982576,4.0397719359004505,75338503.85136198
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,70.03721618652344,215250000,69.31455078125,63.408693885803224,69.2125154876709,66.77529566186954,66.14328222240928,0.6320134394602519,-1.27497460954706,1.906988049007312,64.74275127457184,59.22499847412109,72.0625,91.72816240222936,90.50631043217679,63.408693885803224,72.20157279788644,54.615814973720006,2.6765787942068924,0.007945776966084894,-2027388400,70.64745116557681,7.7498402484517115,16.224107852159865,4.39643945604161,74039885.3145775
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,68.5834732055664,130015200,70.04811096191406,63.87948875427246,69.02484687805176,67.27712958873937,66.43172177530663,0.8454078134327432,-0.8935769997455977,1.738984813178341,69.69667075803926,59.22499847412109,72.0625,84.2236917409994,87.77335812774828,63.87948875427246,73.04440825460911,54.714569253935814,2.5824274335588733,-0.013568709260319278,-2157403600,70.20978284491903,5.526342047266097,15.532320235043674,4.582459750168323,72710326.88328463
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,66.46353912353516,180991600,70.23038635253906,64.47002506256104,68.78952369689941,67.47810552978969,66.59111077014069,0.8869947596489993,-0.5457800371099295,1.4327747967589288,62.59684248032537,59.22499847412109,72.0625,72.89950238821565,82.95045217714812,64.47002506256104,73.21948326136481,55.72056686375726,2.6061777387346545,-0.02075672135633455,-2338395200,70.40983051765855,1.3467544284800015,20.80351362510737,4.374729099401886,58973934.1427737
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,68.37792205810547,116862400,69.30514526367188,65.01486911773682,68.5336450958252,67.32201839036591,66.58166101854027,0.7403573718256382,-0.25922507775814374,0.999582449583782,57.34560297881284,59.22499847412109,72.0625,56.38589903823584,71.16969772248362,65.01486911773682,72.72533899075327,57.30439924472037,2.5931369236537387,-0.03091027594471829,-2455257600,70.08612793980438,-6.5075567122332085,19.610466945105287,3.855234936508226,48786441.30752119
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,68.11292266845703,124814400,68.89255065917969,65.37669486999512,68.30852546691895,67.4844651084797,66.7147173918414,0.7697477166382924,-0.059308587841387345,0.8290563044796798,69.5088527087564,59.74250030517578,72.0625,71.29832518837992,66.86124220494379,65.37669486999512,73.00050729934779,57.75288244064245,2.592928205217634,0.028803505799052775,-2330443200,70.10714501908586,-2.928658161003528,11.83570251112236,3.8119062146763345,45263805.25069729
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,70.07931518554688,126161200,68.3150146484375,65.74211158752442,68.08771507263184,67.58115088693775,66.81828815307219,0.7628627338655605,0.10650267305454862,0.6563600608110118,67.25127892207183,62.345001220703125,72.0625,67.94174164466713,65.20865529042761,65.74211158752442,73.14046343090108,58.34375974414776,2.6612911224365234,-0.0038755110081182265,-2456604400,70.11323640654523,-4.067120479259456,12.019379709274268,3.6991759216883295,36211578.24840586
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,70.12885284423828,117087600,68.32343444824218,66.04586181640624,67.86863807678223,67.96548385595453,67.05984571103328,0.9056381449212552,0.23777468521675102,0.6678634597045041,72.67075234228392,64.75,72.0625,79.59161241493234,72.94389308265978,66.04586181640624,73.64004582742014,58.45167780539235,2.315343039376395,0.028869595372692514,-2339516800,70.07108793148859,0.060109469387414904,9.491555365469285,3.797092005506946,31989521.917495012
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.99211883544922,112004800,68.63251037597657,66.48458518981934,67.66209281921387,68.29830985415204,67.28717957275217,1.011130281399872,0.37134737715765187,0.6397829042422201,64.6186794672756,65.30750274658203,72.0625,73.55696197248932,73.69677201069625,66.48458518981934,73.95031809129844,59.01885228834024,2.224806649344308,0.0007068798911669116,-2227512000,70.03963859833605,2.2532828485368306,14.301288187457551,3.732866450739551,32192783.690889798
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,71.25816345214844,137280800,69.13822631835937,66.77892551422119,67.43241645812988,68.40504969742852,67.41347136998898,0.9915783274395409,0.4993039580060959,0.492274369433445,63.23431854200358,66.17500305175781,72.4175033569336,54.546522383895926,69.23169892377253,66.77892551422119,74.14723693045326,59.41061409798911,2.2842619759695872,-0.016209220066865204,-2364792800,70.16644930906321,3.804461431423656,9.328543460221894,3.6841557081160388,33843921.21725226
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,72.76143646240234,183064000,69.71427459716797,67.19300708770751,67.27753211975097,68.84399027507774,67.69826337607486,1.1457268990028808,0.5977588318927849,0.5479680671100959,64.46702136984452,66.35749816894531,73.63249969482422,81.42827636189422,69.84392023942648,67.19300708770751,74.59234087414951,59.79367330126552,2.3378879002162387,0.032844977874993075,-2181728800,70.40563657282819,4.212238844572425,13.150345389038165,3.6996668932209977,32754950.351108428
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,71.59003448486328,240616800,70.64397735595703,67.8479341506958,67.1298299407959,69.44667430389691,68.07331323432135,1.3733610695755658,0.7073524453148041,0.6660086242607617,66.33341482348803,66.35749816894531,74.75,88.02662474608017,74.66714116395677,67.8479341506958,74.74246896325728,60.95339933813434,2.4258815220424106,0.021096151478326997,-1941112000,70.68365424646474,6.8247163854239234,21.954250150413014,3.447267406280734,33032706.46728942
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,72.60293579101562,133568000,70.94612121582031,68.39451236724854,66.9751439666748,69.77642202404559,68.33381110473186,1.4426109193137222,0.8405541701669564,0.6020567491467658,60.07905727923628,66.35749816894531,74.75,62.347753044939104,77.2675513843045,68.39451236724854,74.58668682164436,62.202337912852705,2.2438883100237166,-0.016099214563257802,-2074680000,70.22216175585316,2.1557278282707593,18.021496920934666,3.0960872271979154,38213658.30016387
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,73.692626953125,147751200,71.44093780517578,69.0353229522705,66.87662651062011,70.21127029588713,68.6500425629751,1.5612277329120303,0.9609655199963096,0.6002622129157207,54.442386301277814,66.35749816894531,75.25,74.41687529885766,74.93041769662564,69.0353229522705,74.00964461097273,64.06100129356828,2.331178937639509,0.014148635539021903,-1926928800,70.31661144074451,3.5279101916474875,21.436551166481443,2.4871608293511143,38078526.946624935
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,74.45292663574219,142333600,72.38103942871093,69.46983642578125,66.87355583190919,70.74686362776988,69.02356733261584,1.723296295154043,1.0810179625794538,0.6422783325745891,59.30548223292623,66.35749816894531,75.80999755859375,82.48667161994513,73.08376665458063,69.46983642578125,74.47894479766765,64.46072805389485,2.3674834115164622,0.015008913210424524,-1784595200,70.32950019000073,6.813108797088563,13.369160453141426,2.5045541859431997,36726898.793657735
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,75.22313690185547,115215200,73.01999206542969,69.98000831604004,66.93571754455566,71.31702716745794,69.42574209581038,1.8912850716475589,1.2094736290943717,0.6818114425531872,59.7673803174669,66.35749816894531,76.2925033569336,85.64325828639873,80.84893506840051,69.98000831604004,74.82620473254138,65.1338118995387,2.3187026977539062,0.010317174377577842,-1669380000,70.24690093871561,4.483364471972551,15.880963398920533,2.423098208250672,35088901.301309675
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,77.01358032226562,133838400,73.51233215332032,70.44646873474122,66.99064765930176,71.91796712659603,69.85517874811002,2.0627883784860046,1.3458359176050092,0.7169524608809954,64.83425495148792,66.35749816894531,77.5875015258789,89.23637748703925,85.78876913112771,70.44646873474122,75.43064023844794,65.4622972310345,2.401336124965123,0.010344929352226861,-1535541600,70.38206312877794,3.3832488185209897,14.157918009218417,2.492085751853358,35825491.14698256
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,78.22541046142578,145946400,74.59704132080078,70.97867698669434,67.17613990783691,72.7019076182375,70.38543071656599,2.316476901671507,1.4892264097812082,0.8272504918902988,73.65848310923509,68.05000305175781,79.26249694824219,94.88939419364526,89.92300998902776,70.97867698669434,76.38508670663892,65.57226726674976,2.365443093436105,0.023801764911056233,-1389595200,70.50299065184366,7.5758391184307605,16.037756237030365,2.703204859972287,35883886.10052383
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,77.33143615722656,162301200,75.7215362548828,71.50634269714355,67.38666130065918,73.55167728642031,70.96616995692598,2.585507329494334,1.654676508159268,0.9308308213350658,84.78167877757443,68.71749877929688,79.92250061035156,90.7506171562637,91.6254629456494,71.50634269714355,77.57354636495002,65.43913902933708,2.307124546595982,0.015735278558524524,-1227294000,70.63873194037903,7.744142312088043,15.594779522739621,3.0336018339032353,35654500.87291703
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,76.39772033691406,200622400,76.44929809570313,71.81842727661133,67.4532460784912,74.13317865115974,71.43767115694824,2.6955074942114976,1.8408426724262812,0.8546648217852164,78.17744306310347,69.25,79.92250061035156,76.87582302803504,87.50527812598132,71.81842727661133,78.41447530824388,65.22237924497878,2.38751220703125,-0.011428182976937595,-1427916400,70.86834086705458,4.937819907568453,8.780016902995591,3.2980240158162712,34167887.79352855
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,76.8670654296875,158929200,76.8382568359375,72.11626853942872,67.54816184997559,74.48156967973733,71.80508220731608,2.6764874724212575,2.0117756367833244,0.6647118356379331,75.01984943460792,69.55000305175781,79.92250061035156,66.97324833114823,78.19989617181567,72.11626853942872,78.98282252682037,65.24971455203706,2.346470969063895,-0.012074207679450222,-1586845600,70.75076637156705,2.61211182561929,8.456487172024962,3.4332769936958236,35888328.48245849
